query_id,protein_name,organism,e-value,score
XP_049716016.1, 39S ribosomal protein L12,Elephas maximus indicus,1.14025e-99,758.0
XP_005070234.1, 39S ribosomal protein L12,Mesocricetus auratus,1.65453e-99,767.0
XP_003417400.1, 39S ribosomal protein L12,Loxodonta africana,2.01582e-99,756.0
XP_005883702.1, PREDICTED: 39S ribosomal protein L12,Myotis brandtii,2.29909e-99,756.0
XP_010948960.1, 39S ribosomal protein L12,Camelus bactrianus,3.71158e-99,754.0
XP_019517506.1, PREDICTED: 39S ribosomal protein L12,Hipposideros armiger,4.94278e-99,753.0
XP_020762063.1, 39S ribosomal protein L12,Odocoileus virginianus texanus,7.41376e-99,752.0
XP_014644847.1, PREDICTED: 39S ribosomal protein L12,Ceratotherium simum simum,1.28976e-98,752.0
XP_047613108.1, 39S ribosomal protein L12,Phacochoerus africanus,4.00721e-98,747.0
XP_031325198.1, 39S ribosomal protein L12,Camelus dromedarius,4.18674e-98,747.0
XP_014719763.1, 39S ribosomal protein L12,Equus asinus,6.31438e-98,747.0
XP_032178090.1, 39S ribosomal protein L12,Mustela erminea,1.18733e-97,744.0
XP_045232422.1, 39S ribosomal protein L12,Macaca fascicularis,1.68433e-97,740.0
XP_037350066.1, 39S ribosomal protein L12,Talpa occidentalis,1.7258400000000002e-97,743.0
XP_034363758.1, 39S ribosomal protein L12,Arvicanthis niloticus,2.81323e-97,749.0
XP_040845383.1, 39S ribosomal protein L12,Ochotona curzoniae,3.84172e-97,740.0
XP_036612235.1, 39S ribosomal protein L12,Trichosurus vulpecula,4.05622e-97,741.0
XP_032769100.1, 39S ribosomal protein L12,Rattus rattus,5.42218e-97,747.0
XP_027705968.1, 39S ribosomal protein L12,Vombatus ursinus,5.634540000000001e-97,740.0
XP_051039091.1, 39S ribosomal protein L12,Phodopus roborovskii,6.80729e-97,749.0
NP_001025071.1, 39S ribosomal protein L12,Rattus norvegicus,6.82583e-97,747.0
XP_027281209.1, 39S ribosomal protein L12,Cricetulus griseus,1.34357e-95,731.0
XP_007462383.1, PREDICTED: 39S ribosomal protein L12,Lipotes vexillifer,1.0562500000000001e-94,725.0
XP_004310802.1, 39S ribosomal protein L12,Tursiops truncatus,3.80514e-94,721.0
XP_022445034.1, 39S ribosomal protein L12,Delphinapterus leucas,4.19938e-94,721.0
XP_042639499.1, 39S ribosomal protein L12,Orycteropus afer afer,2.483e-93,716.0
XP_004275619.1, 39S ribosomal protein L12,Orcinus orca,3.01621e-93,715.0
XP_043861339.1, 39S ribosomal protein L12,Dromiciops gliroides,4.95052e-93,714.0
XP_004467560.1, 39S ribosomal protein L12,Dasypus novemcinctus,7.944869999999999e-92,706.0
XP_020856418.1, 39S ribosomal protein L12,Phascolarctos cinereus,9.952369999999999e-92,705.0
XP_044528298.1, 39S ribosomal protein L12,Gracilinanus agilis,1.79129e-91,704.0
XP_010617050.3, 39S ribosomal protein L12,Fukomys damarensis,5.265249999999999e-91,704.0
XP_007482923.1, PREDICTED: 39S ribosomal protein L12,Monodelphis domestica,1.60115e-90,697.0
XP_015090859.1, 39S ribosomal protein L12,Vicugna pacos,2.16978e-90,694.0
XP_003768657.1, 39S ribosomal protein L12,Sarcophilus harrisii,4.72606e-89,688.0
XP_008562646.1, PREDICTED: 39S ribosomal protein L12,Galeopterus variegatus,4.29182e-88,680.0
XP_051851338.1, 39S ribosomal protein L12,Antechinus flavipes,5.80072e-88,681.0
XP_015359550.1, 39S ribosomal protein L12,Marmota marmota marmota,7.991179999999999e-87,670.0
XP_038226779.1, 39S ribosomal protein L12,Dermochelys coriacea,5.48904e-85,661.0
XP_012590205.1, PREDICTED: 39S ribosomal protein L12,Condylura cristata,1.19654e-83,675.0
XP_012791047.1, PREDICTED: hepatocyte growth factor-regulated tyrosine kinase substrate,Sorex araneus,1.33473e-81,688.0
XP_038598841.1, 39S ribosomal protein L12,Tachyglossus aculeatus,6.00622e-80,628.0
XP_032655057.1, 39S ribosomal protein L12,Chelonoidis abingdonii,3.8537999999999997e-79,623.0
XP_030390498.1, 39S ribosomal protein L12,Gopherus evgoodei,1.02039e-78,620.0
XP_050776026.1, 39S ribosomal protein L12,Gopherus flavomarginatus,5.87428e-78,615.0
XP_044839421.1, 39S ribosomal protein L12,Mauremys mutica,1.0958600000000001e-77,613.0
XP_023260142.1, 39S ribosomal protein L12,Seriola lalandi dorsalis,1.39143e-77,612.0
XP_024058968.1, 39S ribosomal protein L12,Terrapene carolina triunguis,5.53168e-77,608.0
XP_039358382.1, 39S ribosomal protein L12,Mauremys reevesii,6.4470900000000006e-77,608.0
XP_037769797.1, 39S ribosomal protein L12,Chelonia mydas,1.19539e-75,599.0
XP_004071435.1, 39S ribosomal protein L12,Oryzias latipes,1.45451e-75,599.0
XP_048673382.1, 39S ribosomal protein L12,Caretta caretta,2.59866e-75,597.0
XP_038158470.1, 39S ribosomal protein L12,Cyprinodon tularosa,6.65222e-75,594.0
XP_033945200.1, 39S ribosomal protein L12,Pseudochaenichthys georgianus,8.741400000000001e-75,594.0
XP_015253997.1, PREDICTED: 39S ribosomal protein L12,Cyprinodon variegatus,1.03029e-74,593.0
XP_034960134.1, 39S ribosomal protein L12,Zootoca vivipara,3.2426999999999998e-74,589.0
XP_032991933.1, 39S ribosomal protein L12,Lacerta agilis,3.90204e-74,593.0
XP_010786612.1, PREDICTED: 39S ribosomal protein L12,Notothenia coriiceps,6.39766e-74,588.0
XP_035471090.2, 39S ribosomal protein L12,Scophthalmus maximus,1.31637e-73,586.0
XP_034075698.1, 39S ribosomal protein L12,Gymnodraco acuticeps,1.5345e-73,585.0
XP_042304552.1, 39S ribosomal protein L12,Sceloporus undulatus,2.22166e-73,584.0
XP_028311380.1, 39S ribosomal protein L12,Gouania willdenowi,4.15162e-73,583.0
XP_004593060.1, 39S ribosomal protein L12,Ochotona princeps,4.71784e-73,589.0
XP_048347545.1, 39S ribosomal protein L12,Sphaerodactylus townsendi,9.11228e-73,580.0
XP_018560167.1, 39S ribosomal protein L12,Lates calcarifer,9.22688e-73,581.0
XP_029015894.1, 39S ribosomal protein L12,Betta splendens,9.53206e-73,580.0
XP_034000066.1, 39S ribosomal protein L12,Trematomus bernacchii,9.7398e-73,580.0
XP_034449180.1, 39S ribosomal protein L12,Hippoglossus hippoglossus,1.0061e-72,580.0
XP_041077047.1, 39S ribosomal protein L12,Polyodon spathula,1.71896e-72,578.0
XP_045887126.1, 39S ribosomal protein L12,Micropterus dolomieu,2.33513e-72,577.0
XP_029454954.1, 39S ribosomal protein L12,Rhinatrema bivittatum,3.46204e-72,576.0
XP_039980285.1, 39S ribosomal protein L12,Xiphias gladius,3.6574999999999997e-72,576.0
XP_035036079.2, 39S ribosomal protein L12,Hippoglossus stenolepis,3.73688e-72,576.0
XP_005283109.1, 39S ribosomal protein L12,Chrysemys picta bellii,3.78051e-72,577.0
XP_042248446.1, 39S ribosomal protein L12,Thunnus maccoyii,5.02208e-72,575.0
XP_022608284.1, 39S ribosomal protein L12,Seriola dumerili,5.66388e-72,575.0
XP_028912916.1, 39S ribosomal protein L12,Ornithorhynchus anatinus,6.31091e-72,574.0
XP_038558315.1, 39S ribosomal protein L12,Micropterus salmoides,7.8599e-72,574.0
XP_026179893.1, 39S ribosomal protein L12,Mastacembelus armatus,9.263590000000001e-72,574.0
XP_019949703.1, PREDICTED: 39S ribosomal protein L12,Paralichthys olivaceus,1.28558e-71,572.0
XP_032444411.1, 39S ribosomal protein L12,Xiphophorus hellerii,1.28594e-71,573.0
XP_028571600.1, 39S ribosomal protein L12,Podarcis muralis,1.3425299999999999e-71,572.0
XP_046894130.1, 39S ribosomal protein L12,Hypomesus transpacificus,1.67132e-71,572.0
XP_008102808.1, PREDICTED: 39S ribosomal protein L12,Anolis carolinensis,6.385200000000001e-71,571.0
XP_008278598.1, PREDICTED: 39S ribosomal protein L12,Stegastes partitus,6.41419e-71,568.0
XP_013769351.1, PREDICTED: 39S ribosomal protein L12,Pundamilia nyererei,8.15814e-71,568.0
XP_051905526.1, 39S ribosomal protein L12,Hippocampus zosterae,9.716879999999999e-71,567.0
XP_041862281.1, 39S ribosomal protein L12,Melanotaenia boesemani,1.6066500000000003e-70,566.0
NP_001006886.1, 39S ribosomal protein L12,Xenopus tropicalis,1.6418700000000002e-70,565.0
XP_043905970.1, 39S ribosomal protein L12,Solea senegalensis,1.7344200000000002e-70,565.0
XP_019724530.1, PREDICTED: 39S ribosomal protein L12,Hippocampus comes,2.18199e-70,564.0
XP_033817298.1, 39S ribosomal protein L12,Geotrypetes seraphini,2.23012e-70,564.0
XP_026882584.2, 39S ribosomal protein L12,Electrophorus electricus,5.11848e-70,562.0
XP_034645510.1, 39S ribosomal protein L12,Trachemys scripta elegans,5.52416e-70,562.0
XP_020669862.1, 39S ribosomal protein L12,Pogona vitticeps,7.49059e-70,562.0
XP_020466234.1, 39S ribosomal protein L12,Monopterus albus,8.841230000000001e-70,560.0
XP_039715790.1, 39S ribosomal protein L12,Pteropus giganteus,1.0057900000000001e-69,558.0
XP_005989137.2, PREDICTED: 39S ribosomal protein L12,Latimeria chalumnae,2.72447e-69,558.0
XP_032900100.1, 39S ribosomal protein L12,Amblyraja radiata,3.08675e-69,559.0
XP_017309630.1, 39S ribosomal protein L12,Ictalurus punctatus,3.5816800000000004e-69,557.0
XP_030064531.1, 39S ribosomal protein L12,Microcaecilia unicolor,3.62135e-69,556.0
XP_010566432.1, PREDICTED: 39S ribosomal protein L12,Haliaeetus leucocephalus,4.3047100000000004e-69,553.0
XP_039682144.1, 39S ribosomal protein L12,Perca fluviatilis,4.3129900000000004e-69,556.0
XP_049925828.1, 39S ribosomal protein L12,Epinephelus moara,4.811560000000001e-69,556.0
XP_049416569.1, 39S ribosomal protein L12,Epinephelus fuscoguttatus,4.811560000000001e-69,556.0
XP_051243874.1, 39S ribosomal protein L12,Dicentrarchus labrax,5.486360000000001e-69,555.0
XP_022070745.1, 39S ribosomal protein L12,Acanthochromis polyacanthus,5.5456e-69,555.0
XP_028454828.1, 39S ribosomal protein L12,Perca flavescens,7.05294e-69,555.0
XP_029364815.1, 39S ribosomal protein L12,Echeneis naucrates,1.01158e-68,554.0
XP_044037863.1, 39S ribosomal protein L12,Siniperca chuatsi,1.14107e-68,553.0
XP_015282049.1, PREDICTED: 39S ribosomal protein L12,Gekko japonicus,1.6017e-68,552.0
XP_029996809.1, 39S ribosomal protein L12,Sphaeramia orbicularis,2.05795e-68,552.0
XP_042658429.1, 39S ribosomal protein L12,Tyto alba,4.477100000000001e-68,548.0
XP_047427297.1, 39S ribosomal protein L12,Mugil cephalus,4.67229e-68,549.0
XP_047215406.1, 39S ribosomal protein L12,Girardinichthys multiradiatus,4.9329e-68,549.0
XP_039518579.1, 39S ribosomal protein L12,Pimephales promelas,6.416600000000001e-68,548.0
XP_050769865.1, 39S ribosomal protein L12,Gymnogyps californianus,8.61749e-68,547.0
XP_014806039.1, PREDICTED: 39S ribosomal protein L12,Calidris pugnax,1.0842300000000001e-67,547.0
XP_041633733.1, 39S ribosomal protein L12,Cheilinus undulatus,1.2909200000000001e-67,546.0
XP_042360578.1, 39S ribosomal protein L12,Plectropomus leopardus,1.3631200000000001e-67,546.0
XP_028675165.1, 39S ribosomal protein L12,Erpetoichthys calabaricus,1.50461e-67,546.0
XP_024127898.1, 39S ribosomal protein L12,Oryzias melastigma,2.3522e-67,545.0
XP_037113200.1, 39S ribosomal protein L12,Syngnathus acus,2.96186e-67,544.0
XP_020496574.1, 39S ribosomal protein L12,Labrus bergylta,3.68531e-67,543.0
XP_033826879.1, 39S ribosomal protein L12,Periophthalmus magnuspinnatus,4.01991e-67,543.0
XP_042172094.1, 39S ribosomal protein L12,Oncorhynchus tshawytscha,4.38935e-67,543.0
XP_034567991.1, 39S ribosomal protein L12,Notolabrus celidotus,4.7393800000000006e-67,542.0
XP_049601820.1, 39S ribosomal protein L12,Syngnathus scovelli,6.29941e-67,541.0
XP_040917588.1, 39S ribosomal protein L12,Toxotes jaculatrix,6.71787e-67,542.0
XP_041073138.1, 39S ribosomal protein L12,Carcharodon carcharias,7.842850000000001e-67,541.0
XP_041321969.1, 39S ribosomal protein L12,Pyrgilauda ruficollis,8.19012e-67,541.0
XP_008492936.2, 39S ribosomal protein L12,Calypte anna,8.62575e-67,541.0
XP_029872026.1, 39S ribosomal protein L12,Aquila chrysaetos chrysaetos,8.7368e-67,541.0
XP_035511181.1, 39S ribosomal protein L12,Morone saxatilis,9.4337e-67,540.0
XP_029914578.1, 39S ribosomal protein L12,Myripristis murdjan,1.02868e-66,540.0
XP_036400669.1, 39S ribosomal protein L12,Megalops cyprinoides,1.1356299999999999e-66,540.0
XP_027573208.1, 39S ribosomal protein L12,Pipra filicauda,1.27717e-66,540.0
XP_043956204.1, 39S ribosomal protein L12,Gambusia affinis,1.34373e-66,541.0
XP_027561008.1, 39S ribosomal protein L12,Neopelma chrysocephalum,1.53712e-66,540.0
XP_018610194.2, 39S ribosomal protein L12,Scleropages formosus,1.57655e-66,539.0
XP_030361888.1, 39S ribosomal protein L12,Strigops habroptila,1.7038999999999998e-66,538.0
XP_017280825.1, 39S ribosomal protein L12,Kryptolebias marmoratus,1.75642e-66,539.0
XP_017693128.1, PREDICTED: 39S ribosomal protein L12,Lepidothrix coronata,1.79702e-66,544.0
XP_039599411.1, 39S ribosomal protein L12,Polypterus senegalus,2.5019199999999997e-66,536.0
XP_051653390.1, 39S ribosomal protein L12,Manacus candei,2.91752e-66,542.0
XP_046272274.1, 39S ribosomal protein L12,Scatophagus argus,3.6565799999999997e-66,537.0
XP_023677503.1, 39S ribosomal protein L12,Paramormyrops kingsleyae,3.90431e-66,536.0
XP_028267854.1, 39S ribosomal protein L12,Parambassis ranga,3.99056e-66,536.0
XP_049667875.1, 39S ribosomal protein L12,Accipiter gentilis,4.20895e-66,537.0
XP_033500092.1, 39S ribosomal protein L12,Epinephelus lanceolatus,4.74973e-66,536.0
XP_036797895.1, 39S ribosomal protein L12,Oncorhynchus mykiss,5.35802e-66,536.0
XP_027017986.1, 39S ribosomal protein L12,Tachysurus fulvidraco,5.47453e-66,536.0
XP_030087311.1, 39S ribosomal protein L12,Serinus canaria,5.52162e-66,536.0
XP_031670282.1, 39S ribosomal protein L12,Oncorhynchus kisutch,7.27532e-66,535.0
XP_008327627.1, 39S ribosomal protein L12,Cynoglossus semilaevis,7.58896e-66,535.0
XP_041265343.1, 39S ribosomal protein L12,Onychostruthus taczanowskii,7.68798e-66,539.0
XP_014886532.1, PREDICTED: 39S ribosomal protein L12,Poecilia latipinna,1.0227e-65,535.0
XP_014743046.1, PREDICTED: 39S ribosomal protein L12,Sturnus vulgaris,1.0868e-65,534.0
XP_044276032.1, 39S ribosomal protein L12,Varanus komodoensis,1.17588e-65,536.0
XP_034750956.1, 39S ribosomal protein L12,Etheostoma cragini,1.2286399999999999e-65,533.0
XP_036423323.1, 39S ribosomal protein L12,Colossoma macropomum,1.5286499999999999e-65,533.0
XP_034154234.1, 39S ribosomal protein L12,Pangasianodon hypophthalmus,1.7427599999999998e-65,532.0
XP_043570945.1, 39S ribosomal protein L12,Chiloscyllium plagiosum,2.0361599999999997e-65,531.0
XP_014855900.1, PREDICTED: 39S ribosomal protein L12,Poecilia mexicana,2.16408e-65,534.0
XP_007556320.1, PREDICTED: 39S ribosomal protein L12,Poecilia formosa,2.19596e-65,533.0
XP_008414320.1, PREDICTED: 39S ribosomal protein L12,Poecilia reticulata,2.52555e-65,531.0
XP_032392734.1, 39S ribosomal protein L12,Etheostoma spectabile,3.2481999999999998e-65,531.0
XP_033894556.1, 39S ribosomal protein L12,Acipenser ruthenus,3.8310000000000005e-65,530.0
XP_038633580.1, 39S ribosomal protein L12,Scyliorhinus canicula,3.83622e-65,529.0
XP_052664818.1, 39S ribosomal protein L12,Harpia harpyja,4.2699e-65,530.0
XP_026215968.1, 39S ribosomal protein L12,Anabas testudineus,4.36594e-65,529.0
XP_031168757.1, 39S ribosomal protein L12,Sander lucioperca,5.858769999999999e-65,529.0
XP_031723797.1, 39S ribosomal protein L12,Anarrhichthys ocellatus,7.13475e-65,528.0
XP_029945495.1, 39S ribosomal protein L12,Salarias fasciatus,7.44684e-65,528.0
XP_050175573.1, 39S ribosomal protein L12,Myiozetetes cayanensis,7.66766e-65,533.0
XP_041813417.1, 39S ribosomal protein L12,Chelmon rostratus,8.78403e-65,527.0
XP_030264166.1, 39S ribosomal protein L12,Sparus aurata,8.887609999999999e-65,527.0
XP_043090793.1, 39S ribosomal protein L12,Puntigrus tetrazona,9.593879999999999e-65,527.0
XP_052360971.1, 39S ribosomal protein L12,Oncorhynchus keta,1.1921499999999998e-64,527.0
XP_005801537.1, 39S ribosomal protein L12,Xiphophorus maculatus,1.61713e-64,526.0
